study_m,phases,year,month,day,date,obd,csab_ho_clinical,crab_ho_clinical,cskp_ho_clinical,crkp_ho_clinical,cspa_ho_clinical,crpa_ho_clinical,csab_ho_bsi,crab_ho_bsi,cskp_ho_bsi,crkp_ho_bsi,cspa_ho_bsi,crpa_ho_bsi,csab_ho_resp,crab_ho_resp,cskp_ho_resp,crkp_ho_resp,cspa_ho_resp,crpa_ho_resp,csab_ho_uti,crab_ho_uti,cskp_ho_uti,crkp_ho_uti,cspa_ho_uti,crpa_ho_uti,csab_ho_other,crab_ho_other,cskp_ho_other,crkp_ho_other,cspa_ho_other,crpa_ho_other,csab_ho_swab,crab_ho_swab,cskp_ho_swab,crkp_ho_swab,cspa_ho_swab,crpa_ho_swab,csab_co_nothca_clinical,crab_co_nothca_clinical,cskp_co_nothca_clinical,crkp_co_nothca_clinical,cspa_co_nothca_clinical,crpa_co_nothca_clinical,csab_co_nothca_bsi,crab_co_nothca_bsi,cskp_co_nothca_bsi,crkp_co_nothca_bsi,cspa_co_nothca_bsi,crpa_co_nothca_bsi,csab_co_nothca_resp,crab_co_nothca_resp,cskp_co_nothca_resp,crkp_co_nothca_resp,cspa_co_nothca_resp,crpa_co_nothca_resp,csab_co_nothca_uti,crab_co_nothca_uti,cskp_co_nothca_uti,crkp_co_nothca_uti,cspa_co_nothca_uti,crpa_co_nothca_uti,csab_co_nothca_other,crab_co_nothca_other,cskp_co_nothca_other,crkp_co_nothca_other,cspa_co_nothca_other,crpa_co_nothca_other,csab_co_nothca_adm_swab,crab_co_nothca_adm_swab,cskp_co_nothca_adm_swab,crkp_co_nothca_adm_swab,cspa_co_nothca_adm_swab,crpa_co_nothca_adm_swab,csab_co_hca_clinical,crab_co_hca_clinical,cskp_co_hca_clinical,crkp_co_hca_clinical,cspa_co_hca_clinical,crpa_co_hca_clinical,csab_co_hca_bsi,crab_co_hca_bsi,cskp_co_hca_bsi,crkp_co_hca_bsi,cspa_co_hca_bsi,crpa_co_hca_bsi,csab_co_hca_resp,crab_co_hca_resp,cskp_co_hca_resp,crkp_co_hca_resp,cspa_co_hca_resp,crpa_co_hca_resp,csab_co_hca_uti,crab_co_hca_uti,cskp_co_hca_uti,crkp_co_hca_uti,cspa_co_hca_uti,crpa_co_hca_uti,csab_co_hca_other,crab_co_hca_other,cskp_co_hca_other,crkp_co_hca_other,cspa_co_hca_other,crpa_co_hca_other,csab_co_hca_adm_swab,crab_co_hca_adm_swab,cskp_co_hca_adm_swab,crkp_co_hca_adm_swab,cspa_co_hca_adm_swab,crpa_co_hca_adm_swab,csab_ho_clinical_incid,crab_ho_clinical_incid,cskp_ho_clinical_incid,crkp_ho_clinical_incid,cspa_ho_clinical_incid,crpa_ho_clinical_incid,csab_ho_bsi_incid,crab_ho_bsi_incid,cskp_ho_bsi_incid,crkp_ho_bsi_incid,cspa_ho_bsi_incid,crpa_ho_bsi_incid,csab_ho_resp_incid,crab_ho_resp_incid,cskp_ho_resp_incid,crkp_ho_resp_incid,cspa_ho_resp_incid,crpa_ho_resp_incid,csab_ho_uti_incid,crab_ho_uti_incid,cskp_ho_uti_incid,crkp_ho_uti_incid,cspa_ho_uti_incid,crpa_ho_uti_incid,csab_ho_other_incid,crab_ho_other_incid,cskp_ho_other_incid,crkp_ho_other_incid,cspa_ho_other_incid,crpa_ho_other_incid,csab_ho_swab_incid,crab_ho_swab_incid,cskp_ho_swab_incid,crkp_ho_swab_incid,cspa_ho_swab_incid,crpa_ho_swab_incid,csab_co_nothca_clinical_incid,crab_co_nothca_clinical_incid,cskp_co_nothca_clinical_incid,crkp_co_nothca_clinical_incid,cspa_co_nothca_clinical_incid,crpa_co_nothca_clinical_incid,csab_co_nothca_bsi_incid,crab_co_nothca_bsi_incid,cskp_co_nothca_bsi_incid,crkp_co_nothca_bsi_incid,cspa_co_nothca_bsi_incid,crpa_co_nothca_bsi_incid,csab_co_nothca_resp_incid,crab_co_nothca_resp_incid,cskp_co_nothca_resp_incid,crkp_co_nothca_resp_incid,cspa_co_nothca_resp_incid,crpa_co_nothca_resp_incid,csab_co_nothca_uti_incid,crab_co_nothca_uti_incid,cskp_co_nothca_uti_incid,crkp_co_nothca_uti_incid,cspa_co_nothca_uti_incid,crpa_co_nothca_uti_incid,csab_co_nothca_other_incid,crab_co_nothca_other_incid,cskp_co_nothca_other_incid,crkp_co_nothca_other_incid,cspa_co_nothca_other_incid,crpa_co_nothca_other_incid,csab_co_nothca_adm_swab_incid,crab_co_nothca_adm_swab_incid,cskp_co_nothca_adm_swab_incid,crkp_co_nothca_adm_swab_incid,cspa_co_nothca_adm_swab_incid,crpa_co_nothca_adm_swab_incid,csab_co_hca_clinical_incid,crab_co_hca_clinical_incid,cskp_co_hca_clinical_incid,crkp_co_hca_clinical_incid,cspa_co_hca_clinical_incid,crpa_co_hca_clinical_incid,csab_co_hca_bsi_incid,crab_co_hca_bsi_incid,cskp_co_hca_bsi_incid,crkp_co_hca_bsi_incid,cspa_co_hca_bsi_incid,crpa_co_hca_bsi_incid,csab_co_hca_resp_incid,crab_co_hca_resp_incid,cskp_co_hca_resp_incid,crkp_co_hca_resp_incid,cspa_co_hca_resp_incid,crpa_co_hca_resp_incid,csab_co_hca_uti_incid,crab_co_hca_uti_incid,cskp_co_hca_uti_incid,crkp_co_hca_uti_incid,cspa_co_hca_uti_incid,crpa_co_hca_uti_incid,csab_co_hca_other_incid,crab_co_hca_other_incid,cskp_co_hca_other_incid,crkp_co_hca_other_incid,cspa_co_hca_other_incid,crpa_co_hca_other_incid,csab_co_hca_adm_swab_incid,crab_co_hca_adm_swab_incid,cskp_co_hca_adm_swab_incid,crkp_co_hca_adm_swab_incid,cspa_co_hca_adm_swab_incid,crpa_co_hca_adm_swab_incid
70,4,2013,10,1,01/10/2013,15935,0,2,23,2,18,4,0,0,3,0,2,1,0,0,5,0,6,2,0,0,13,2,5,1,0,2,2,0,5,0,0,4,1,9,4,2,0,0,13,2,8,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,4,2,6,0,0,0,4,0,1,0,0,2,3,2,1,0,0,0,8,1,6,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,1,3,0,0,0,3,0,2,1,0,4,3,4,0,0,0,1.26,14.43,1.26,11.3,2.51,0,0,1.88,0,1.26,0.63,0,0,3.14,0,3.77,1.26,0,0,8.16,1.26,3.14,0.63,0,1.26,1.26,0,3.14,0,0,2.51,0.63,5.65,2.51,1.26,0,0,8.16,1.26,5.02,0,0,0,2.51,0,0,0,0,0,0.63,0,0.63,0,0,0,2.51,1.26,3.77,0,0,0,2.51,0,0.63,0,0,1.26,1.88,1.26,0.63,0,0,0,5.02,0.63,3.77,1.26,0,0,0.63,0,0.63,0,0,0,0,0,0,0.63,0,0,2.51,0.63,1.88,0,0,0,1.88,0,1.26,0.63,0,2.51,1.88,2.51,0,0
71,4,2013,11,1,01/11/2013,15033,0,2,15,2,15,5,0,0,2,2,0,0,0,1,3,0,4,2,0,0,6,0,6,1,0,1,4,0,5,2,0,7,1,15,1,5,0,0,11,1,4,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,1,1,1,0,0,3,0,1,2,0,1,1,2,0,1,1,0,8,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,2,1,1,0,2,0,0,0,0,1,1,0,1,1,0,1.33,9.98,1.33,9.98,3.33,0,0,1.33,1.33,0,0,0,0.67,2,0,2.66,1.33,0,0,3.99,0,3.99,0.67,0,0.67,2.66,0,3.33,1.33,0,4.66,0.67,9.98,0.67,3.33,0,0,7.32,0.67,2.66,2,0,0,0.67,0,0,0,0,0,0,0,1.33,0,0,0,4.66,0.67,0.67,0.67,0,0,2,0,0.67,1.33,0,0.67,0.67,1.33,0,0.67,0.67,0,5.32,0.67,1.33,0.67,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,3.33,0.67,1.33,0.67,0.67,0,1.33,0,0,0,0,0.67,0.67,0,0.67,0.67
72,4,2013,12,1,01/12/2013,15939,0,14,6,4,15,5,0,2,0,1,1,0,0,9,0,2,4,3,0,1,5,1,8,0,0,2,1,0,2,2,0,15,2,15,1,2,0,0,7,1,4,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,1,1,1,0,0,2,0,2,0,0,1,1,1,0,0,0,1,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,8.78,3.76,2.51,9.41,3.14,0,1.25,0,0.63,0.63,0,0,5.65,0,1.25,2.51,1.88,0,0.63,3.14,0.63,5.02,0,0,1.25,0.63,0,1.25,1.25,0,9.41,1.25,9.41,0.63,1.25,0,0,4.39,0.63,2.51,1.25,0,0,0,0,0,0,0,0,0.63,0,0.63,0.63,0,0,2.51,0.63,0.63,0.63,0,0,1.25,0,1.25,0,0,0.63,0.63,0.63,0,0,0,0.63,3.14,0,1.25,0.63,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,3.14,0,1.25,0.63,0,0,0,0,0,0,0,0,0,1.88,0.63,0
73,5,2014,1,1,01/01/2014,15370,0,2,7,6,11,2,0,0,1,1,1,0,0,0,1,1,5,1,0,1,4,4,3,1,0,1,1,0,2,0,0,12,1,12,0,4,0,1,10,0,5,3,0,0,0,0,1,0,0,0,2,0,1,2,0,0,6,0,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,5,1,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,3,1,1,1,0,0,0,0,0,1.3,4.55,3.9,7.16,1.3,0,0,0.65,0.65,0.65,0,0,0,0.65,0.65,3.25,0.65,0,0.65,2.6,2.6,1.95,0.65,0,0.65,0.65,0,1.3,0,0,7.81,0.65,7.81,0,2.6,0,0.65,6.51,0,3.25,1.95,0,0,0,0,0.65,0,0,0,1.3,0,0.65,1.3,0,0,3.9,0,0,0.65,0,0.65,1.3,0,1.95,0,0,0,0,0,0,0,0,0,3.25,0.65,5.2,0.65,0,0,0.65,0,0.65,0,0,0,0,0,0,0,0,0,2.6,0.65,2.6,0,0,0,0,0,1.95,0.65,0.65,0.65,0,0,0,0
74,5,2014,2,1,01/02/2014,16069,0,1,12,0,26,2,0,0,0,0,1,0,0,1,1,0,8,0,0,0,7,0,10,1,0,0,4,0,7,1,0,8,2,8,4,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,3,0,3,0,1,1,1,1,1,0,0,0,6,0,4,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,2,2,0,0,2,0,1,0,0,2,2,2,0,0,0,0.62,7.47,0,16.18,1.24,0,0,0,0,0.62,0,0,0.62,0.62,0,4.98,0,0,0,4.36,0,6.22,0.62,0,0,2.49,0,4.36,0.62,0,4.98,1.24,4.98,2.49,1.87,0,0,3.11,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,1.24,0,2.49,0,0,0,1.87,0,1.87,0,0.62,0.62,0.62,0.62,0.62,0,0,0,3.73,0,2.49,1.87,0,0,0,0,0,0.62,0,0,0.62,0,0.62,0,0,0,1.87,0,1.24,1.24,0,0,1.24,0,0.62,0,0,1.24,1.24,1.24,0,0
75,5,2014,3,1,01/03/2014,17201,1,0,14,2,14,5,1,0,2,1,4,1,0,0,1,0,3,1,0,0,4,1,5,1,0,0,7,0,2,2,2,4,3,17,7,2,0,0,12,1,7,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,8,1,3,0,0,0,3,0,1,0,0,0,2,6,0,0,0,1,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,0,0,0,1,0,2,1,0,0,1,2,0,0,0.58,0,8.14,1.16,8.14,2.91,0.58,0,1.16,0.58,2.33,0.58,0,0,0.58,0,1.74,0.58,0,0,2.33,0.58,2.91,0.58,0,0,4.07,0,1.16,1.16,1.16,2.33,1.74,9.88,4.07,1.16,0,0,6.98,0.58,4.07,0,0,0,0.58,0,0,0,0,0,0,0,1.74,0,0,0,4.65,0.58,1.74,0,0,0,1.74,0,0.58,0,0,0,1.16,3.49,0,0,0,0.58,1.16,1.74,2.91,1.16,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0.58,0.58,1.74,1.74,0,0,0,0.58,0,1.16,0.58,0,0,0.58,1.16,0,0
76,5,2014,4,1,01/04/2014,16255,0,0,18,1,9,1,0,0,3,1,1,0,0,0,5,0,1,0,0,0,9,0,5,1,0,0,1,0,2,0,0,2,2,7,1,3,0,1,7,0,10,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,0,5,0,0,1,0,0,4,0,0,1,0,0,0,1,0,0,6,0,7,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,4,1,0,0,1,0,2,0,0,1,2,1,0,0,0,0,11.07,0.62,5.54,0.62,0,0,1.85,0.62,0.62,0,0,0,3.08,0,0.62,0,0,0,5.54,0,3.08,0.62,0,0,0.62,0,1.23,0,0,1.23,1.23,4.31,0.62,1.85,0,0.62,4.31,0,6.15,0.62,0,0,0,0,0,0.62,0,0,0.62,0,0.62,0,0,0,3.69,0,3.08,0,0,0.62,0,0,2.46,0,0,0.62,0,0,0,0.62,0,0,3.69,0,4.31,1.23,0,0,0,0,0.62,0.62,0,0,0.62,0,0,0,0,0,2.46,0,2.46,0.62,0,0,0.62,0,1.23,0,0,0.62,1.23,0.62,0,0
77,5,2014,5,1,01/05/2014,16349,0,2,9,0,16,5,0,0,0,0,1,0,0,2,0,0,1,2,0,0,7,0,11,1,0,0,2,0,3,2,0,5,3,4,1,4,0,1,11,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,1,0,0,0,3,0,1,0,0,4,1,3,0,0,0,0,3,1,6,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,1,3,1,1,0,1.22,5.5,0,9.79,3.06,0,0,0,0,0.61,0,0,1.22,0,0,0.61,1.22,0,0,4.28,0,6.73,0.61,0,0,1.22,0,1.83,1.22,0,3.06,1.83,2.45,0.61,2.45,0,0.61,6.73,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0.61,4.89,0,0.61,0,0,0,1.83,0,0.61,0,0,2.45,0.61,1.83,0,0,0,0,1.83,0.61,3.67,0.61,0,0,1.22,0,0.61,0,0,0,0,0,0.61,0,0,0,0.61,0.61,1.22,0.61,0,0,0,0,1.22,0,0,0,0.61,1.83,0.61,0.61
78,5,2014,6,1,01/06/2014,15152,0,1,14,0,16,6,0,1,0,0,1,1,0,0,0,0,4,1,0,0,10,0,7,1,0,0,4,0,4,3,1,11,1,4,2,3,0,0,8,1,7,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,1,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,8,3,5,1,0,0,0,1,2,0,0,0,1,0,2,0,0,1,7,2,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0.66,9.24,0,10.56,3.96,0,0.66,0,0,0.66,0.66,0,0,0,0,2.64,0.66,0,0,6.6,0,4.62,0.66,0,0,2.64,0,2.64,1.98,0.66,7.26,0.66,2.64,1.32,1.98,0,0,5.28,0.66,4.62,0.66,0,0,0.66,0,0,0,0,0,0,0,1.32,0,0,0,3.96,0.66,1.98,0,0,0,0.66,0,1.32,0.66,0,0,0,0,0,0,0,0.66,5.28,1.98,3.3,0.66,0,0,0,0.66,1.32,0,0,0,0.66,0,1.32,0,0,0.66,4.62,1.32,0.66,0.66,0,0,0,0,0,0,0,0.66,0.66,1.32,0,0.66
79,5,2014,7,1,01/07/2014,16805,1,1,19,1,16,6,0,0,2,1,2,1,1,0,3,0,2,2,0,1,10,0,10,3,0,0,4,0,2,0,0,8,7,3,1,2,1,2,10,0,5,2,0,0,2,0,0,0,0,0,1,0,3,0,0,0,6,0,2,1,1,2,1,0,0,1,0,0,1,1,1,0,1,3,8,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,2,0,1,0,0,0,2,3,0,0,0.6,0.6,11.31,0.6,9.52,3.57,0,0,1.19,0.6,1.19,0.6,0.6,0,1.79,0,1.19,1.19,0,0.6,5.95,0,5.95,1.79,0,0,2.38,0,1.19,0,0,4.76,4.17,1.79,0.6,1.19,0.6,1.19,5.95,0,2.98,1.19,0,0,1.19,0,0,0,0,0,0.6,0,1.79,0,0,0,3.57,0,1.19,0.6,0.6,1.19,0.6,0,0,0.6,0,0,0.6,0.6,0.6,0,0.6,1.79,4.76,0,1.19,0,0,0.6,0.6,0,0.6,0,0.6,0,0,0,0,0,0,0,2.98,0,0,0,0,1.19,1.19,0,0.6,0,0,0,1.19,1.79,0,0
80,5,2014,8,1,01/08/2014,11966,0,1,10,2,18,4,0,0,3,1,2,0,0,0,2,1,6,2,0,0,5,0,8,1,0,1,0,0,2,1,1,3,8,3,1,5,0,0,10,0,6,3,0,0,0,0,1,0,0,0,0,0,2,1,0,0,8,0,2,0,0,0,2,0,1,2,0,0,2,0,0,0,0,1,5,1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.84,8.36,1.67,15.04,3.34,0,0,2.51,0.84,1.67,0,0,0,1.67,0.84,5.01,1.67,0,0,4.18,0,6.69,0.84,0,0.84,0,0,1.67,0.84,0.84,2.51,6.69,2.51,0.84,4.18,0,0,8.36,0,5.01,2.51,0,0,0,0,0.84,0,0,0,0,0,1.67,0.84,0,0,6.69,0,1.67,0,0,0,1.67,0,0.84,1.67,0,0,1.67,0,0,0,0,0.84,4.18,0.84,3.34,0,0,0,0,0.84,0,0,0,0,0.84,0,0.84,0,0,0,3.34,0,2.51,0,0,0.84,0,0,0,0,0,0.84,0.84,0,0,0
81,6,2014,9,1,01/09/2014,13913,2,5,10,3,24,4,1,2,1,1,2,0,1,2,0,2,7,1,0,1,6,0,9,2,0,0,3,0,6,1,0,2,1,5,0,1,1,0,12,0,14,2,0,0,1,0,0,0,0,0,3,0,0,2,1,0,5,0,6,0,0,0,3,0,8,0,0,0,2,1,1,0,0,1,10,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,3,0,0,1,3,0,2,0,0,1,1,2,0,2,1.44,3.59,7.19,2.16,17.25,2.88,0.72,1.44,0.72,0.72,1.44,0,0.72,1.44,0,1.44,5.03,0.72,0,0.72,4.31,0,6.47,1.44,0,0,2.16,0,4.31,0.72,0,1.44,0.72,3.59,0,0.72,0.72,0,8.63,0,10.06,1.44,0,0,0.72,0,0,0,0,0,2.16,0,0,1.44,0.72,0,3.59,0,4.31,0,0,0,2.16,0,5.75,0,0,0,1.44,0.72,0.72,0,0,0.72,7.19,0,4.31,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,5.03,0,2.16,0,0,0.72,2.16,0,1.44,0,0,0.72,0.72,1.44,0,1.44
82,6,2014,10,1,01/10/2014,16375,0,0,19,2,9,3,0,0,2,1,3,0,0,0,3,1,0,2,0,0,9,0,6,0,0,0,5,0,0,1,0,5,5,10,1,0,0,0,9,1,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,1,4,0,0,0,2,0,3,0,1,2,1,0,1,0,0,1,12,0,11,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,11,0,4,0,0,1,1,0,1,0,0,3,1,1,1,0,0,0,11.6,1.22,5.5,1.83,0,0,1.22,0.61,1.83,0,0,0,1.83,0.61,0,1.22,0,0,5.5,0,3.66,0,0,0,3.05,0,0,0.61,0,3.05,3.05,6.11,0.61,0,0,0,5.5,0.61,5.5,0,0,0,0,0,0.61,0,0,0,0.61,0,0.61,0,0,0,3.66,0.61,2.44,0,0,0,1.22,0,1.83,0,0.61,1.22,0.61,0,0.61,0,0,0.61,7.33,0,6.72,0,0,0,0,0,0.61,0,0,0,0,0,3.05,0,0,0,6.72,0,2.44,0,0,0.61,0.61,0,0.61,0,0,1.83,0.61,0.61,0.61,0
83,6,2014,11,1,01/11/2014,15600,0,1,15,0,17,5,0,1,2,0,1,0,0,0,2,0,2,1,0,0,9,0,8,1,0,0,2,0,6,3,2,1,2,5,1,0,0,1,6,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,1,1,0,3,0,0,1,0,0,0,1,0,1,11,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0.64,9.62,0,10.9,3.21,0,0.64,1.28,0,0.64,0,0,0,1.28,0,1.28,0.64,0,0,5.77,0,5.13,0.64,0,0,1.28,0,3.85,1.92,1.28,0.64,1.28,3.21,0.64,0,0,0.64,3.85,1.28,3.85,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,3.21,0.64,1.92,0,0,0.64,0.64,0,1.92,0,0,0.64,0,0,0,0.64,0,0.64,7.05,0,3.21,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0.64,5.13,0,1.28,0,0,0,1.92,0,0.64,0,0,0,0,0,0,0
84,6,2014,12,1,01/12/2014,15095,0,1,23,2,17,2,0,0,0,0,0,0,0,0,2,0,3,1,0,0,13,2,7,1,0,1,8,0,7,0,2,9,7,4,2,3,0,0,9,0,14,1,0,0,1,0,1,0,0,0,2,0,7,0,0,0,4,0,3,1,0,0,2,0,3,0,0,1,0,0,1,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,2,0,0,0,1,1,0,0,0,0.66,15.24,1.32,11.26,1.32,0,0,0,0,0,0,0,0,1.32,0,1.99,0.66,0,0,8.61,1.32,4.64,0.66,0,0.66,5.3,0,4.64,0,1.32,5.96,4.64,2.65,1.32,1.99,0,0,5.96,0,9.27,0.66,0,0,0.66,0,0.66,0,0,0,1.32,0,4.64,0,0,0,2.65,0,1.99,0.66,0,0,1.32,0,1.99,0,0,0.66,0,0,0.66,0,0,0,4.64,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,1.99,0,0,0,1.99,0,1.32,0,0,0,0.66,0.66,0,0
85,6,2015,1,1,01/01/2015,15370,0,4,23,1,19,2,0,1,4,1,1,0,0,3,3,0,6,0,0,0,11,0,8,1,0,0,5,0,4,1,0,2,3,8,0,1,0,1,6,2,11,1,0,0,0,0,0,0,0,1,2,0,4,1,0,0,4,1,6,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,9,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.6,14.96,0.65,12.36,1.3,0,0.65,2.6,0.65,0.65,0,0,1.95,1.95,0,3.9,0,0,0,7.16,0,5.2,0.65,0,0,3.25,0,2.6,0.65,0,1.3,1.95,5.2,0,0.65,0,0.65,3.9,1.3,7.16,0.65,0,0,0,0,0,0,0,0.65,1.3,0,2.6,0.65,0,0,2.6,0.65,3.9,0,0,0,0,0.65,0.65,0,0,0,0,0.65,0,0,0,0,5.86,0.65,1.95,0,0,0,0.65,0.65,0.65,0,0,0,0,0,0,0,0,0,4.55,0,1.3,0,0,0,0.65,0,0,0,0,0,0,0.65,0,0
86,6,2015,2,1,01/02/2015,16069,0,1,15,2,15,2,0,0,4,1,0,0,0,1,2,1,6,1,0,0,8,0,4,0,0,0,1,0,5,1,0,2,0,6,1,0,0,1,10,0,4,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,7,0,1,0,0,1,1,0,1,0,0,1,2,5,0,0,0,0,6,0,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,0,5,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0.62,9.33,1.24,9.33,1.24,0,0,2.49,0.62,0,0,0,0.62,1.24,0.62,3.73,0.62,0,0,4.98,0,2.49,0,0,0,0.62,0,3.11,0.62,0,1.24,0,3.73,0.62,0,0,0.62,6.22,0,2.49,0,0,0,0.62,0,0,0,0,0,0.62,0,1.24,0,0,0,4.36,0,0.62,0,0,0.62,0.62,0,0.62,0,0,0.62,1.24,3.11,0,0,0,0,3.73,0,5.6,0,0,0,0,0,0.62,0,0,0,0.62,0,0.62,0,0,0,3.11,0,3.11,0,0,0,0,0,1.24,0,0,0,0,0.62,0,0
87,6,2015,3,1,01/03/2015,17201,0,6,25,1,15,4,0,1,3,1,3,1,0,5,3,0,1,0,0,0,14,0,5,3,0,0,5,0,6,0,0,3,1,1,1,4,0,2,11,0,7,1,0,0,1,0,1,0,0,1,2,0,1,0,0,0,6,0,4,0,0,1,2,0,1,1,0,2,0,3,1,0,0,0,6,1,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,1,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,3.49,14.53,0.58,8.72,2.33,0,0.58,1.74,0.58,1.74,0.58,0,2.91,1.74,0,0.58,0,0,0,8.14,0,2.91,1.74,0,0,2.91,0,3.49,0,0,1.74,0.58,0.58,0.58,2.33,0,1.16,6.39,0,4.07,0.58,0,0,0.58,0,0.58,0,0,0.58,1.16,0,0.58,0,0,0,3.49,0,2.33,0,0,0.58,1.16,0,0.58,0.58,0,1.16,0,1.74,0.58,0,0,0,3.49,0.58,4.07,0,0,0,0.58,0,0,0,0,0,0,0,1.16,0,0,0,2.33,0.58,1.16,0,0,0,0.58,0,1.74,0,0,0.58,0,0,0,0
88,6,2015,4,1,01/04/2015,16255,0,3,22,4,13,4,0,0,4,2,0,1,0,1,3,0,4,3,0,2,8,2,2,0,0,0,7,0,7,0,0,7,1,7,1,2,0,0,7,1,4,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,2,1,0,0,2,0,2,1,0,0,2,1,0,1,0,0,9,1,11,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,4,0,5,0,0,0,3,0,4,0,0,0,0,1,0,1,0,1.85,13.53,2.46,8,2.46,0,0,2.46,1.23,0,0.62,0,0.62,1.85,0,2.46,1.85,0,1.23,4.92,1.23,1.23,0,0,0,4.31,0,4.31,0,0,4.31,0.62,4.31,0.62,1.23,0,0,4.31,0.62,2.46,1.23,0,0,0.62,0,0,0,0,0,1.23,0,0,0,0,0,1.23,0.62,1.23,0.62,0,0,1.23,0,1.23,0.62,0,0,1.23,0.62,0,0.62,0,0,5.54,0.62,6.77,0,0,0,1.23,0.62,0.62,0,0,0,0,0,0.62,0,0,0,2.46,0,3.08,0,0,0,1.85,0,2.46,0,0,0,0,0.62,0,0.62
89,6,2015,5,1,01/05/2015,16349,0,3,20,0,23,4,0,0,2,0,2,0,0,3,6,0,4,3,0,0,7,0,10,1,0,0,5,0,7,0,0,6,1,6,3,1,0,2,9,0,10,1,0,0,1,0,2,0,0,0,1,0,3,1,0,2,6,0,2,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,3,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1.83,12.23,0,14.07,2.45,0,0,1.22,0,1.22,0,0,1.83,3.67,0,2.45,1.83,0,0,4.28,0,6.12,0.61,0,0,3.06,0,4.28,0,0,3.67,0.61,3.67,1.83,0.61,0,1.22,5.5,0,6.12,0.61,0,0,0.61,0,1.22,0,0,0,0.61,0,1.83,0.61,0,1.22,3.67,0,1.22,0,0,0,0.61,0,1.83,0,0,0.61,0,0,0.61,0,0,0,1.83,0,2.45,0.61,0,0,0.61,0,0.61,0,0,0,0,0,0,0,0,0,1.22,0,1.83,0.61,0,0,0,0,0,0,0,1.22,0,0,0,0
